embedding_x,embedding_y
19.201986,16.500698
0.43130422,11.816099
19.16569,16.94412
8.963488,17.849987
17.26173,14.115372
-5.3786316,14.970862
-5.438837,14.9040575
1.1527323,10.410947
-2.35738,-10.064543
18.181477,17.280436
-1.1968116,19.275492
18.823002,16.341032
0.4595788,11.627972
15.88851,17.346298
6.732198,16.142603
18.124731,18.789633
21.803936,7.3092623
16.737164,13.392583
23.449427,6.4475636
4.870465,17.244091
14.254968,3.3686783
-2.4638402,-8.503054
-5.4399943,14.903388
14.159231,-3.46031
17.406874,18.276218
16.619305,-2.703696
14.2897215,4.8094277
0.28871068,-10.284871
1.1029149,10.352143
18.77382,17.724915
-5.362023,14.988296
19.667711,-3.666929
0.21492265,14.274346
7.2532897,18.438375
8.709995,17.931395
-5.4348655,14.906854
0.18069446,14.3150425
14.451153,5.0051355
19.176878,16.55079
0.44707453,12.294505
16.621786,-0.46964893
0.18137994,14.527013
-1.3551004,19.01338
7.1573844,18.65852
-0.3023424,14.080253
-0.8168902,19.89232
4.856363,17.27905
0.29931214,13.791177
0.30279386,13.772192
-0.22538552,14.082061
5.8823977,-12.829066
-0.20305628,14.315379
23.565622,7.144586
3.0317397,4.7162766
17.462746,18.674303
0.96691567,10.579923
0.30470005,13.811846
17.447033,16.79854
11.549784,3.9225078
17.564281,-1.8881358
18.414293,16.150831
12.231499,5.3878675
1.3702656,-11.180887
8.80122,17.793356
4.9002957,17.311237
0.39456463,12.047397
8.735685,17.964851
9.12008,-10.107551
0.98455524,10.546621
16.363045,-1.69471
9.4158745,5.341317
7.6793747,18.43901
0.24807549,12.273163
9.1365385,18.612995
0.84324497,10.851329
23.565105,7.5349956
-0.029676404,11.632987
16.900768,-4.4843044
15.779391,-5.2502594
0.13533138,13.217601
17.297113,14.30747
18.170982,15.341755
7.2553844,18.32461
17.115915,-4.5438704
0.9940659,10.549132
18.93686,16.503948
-0.12997937,14.273795
9.693795,4.9566483
19.354,-3.2837598
18.62094,17.3087
18.876251,17.812704
0.19093476,14.549494
-5.449767,14.893911
7.2446947,18.433964
-0.36571267,14.310698
11.096194,5.1382813
20.624434,6.252783
-8.3611555,10.288699
9.100007,18.612843
18.630022,17.077602
16.62631,-2.5996885
8.63098,18.088007
9.031319,17.789558
-0.8055055,19.906588
-8.109999,10.491281
21.32378,6.423593
9.022378,-10.537629
-0.80896205,19.902048
0.42942792,12.330147
9.0990095,-10.023204
7.0022025,16.12333
18.9884,17.42505
6.757783,16.12533
17.337547,14.801903
17.145222,18.012093
8.979879,17.139559
3.0521264,4.888039
17.240517,-2.4339228
9.356822,17.996174
-2.2223628,-9.283012
8.894965,17.821924
-2.5957155,-8.693014
16.624147,-2.896856
20.72082,6.262046
11.367979,-3.085352
16.893873,13.575073
-0.8023656,19.912842
21.695436,7.2166743
11.525833,-2.9425325
23.877872,7.375023
-0.289082,13.979843
19.238787,-6.5094504
11.518527,4.9485383
23.57599,7.737752
0.16864362,14.586687
17.443151,18.640953
19.386126,-3.3067582
0.08045411,13.037932
10.408897,9.115607
23.939075,7.416444
18.8393,17.764847
6.348836,-12.639384
-0.33184054,14.037234
-1.2893574,19.113796
0.26854146,13.773392
8.910426,-7.7530065
23.565184,7.7787933
9.158907,5.868238
8.91498,18.582228
23.556835,7.0981617
18.356068,16.590343
18.950796,16.429983
0.2509904,14.921207
14.211017,3.406529
-1.3653295,19.01436
4.7626195,17.29342
8.84912,18.597446
4.750848,17.330091
7.579194,17.632332
-2.2511828,-9.855076
0.43679664,11.841492
7.0005007,18.701227
17.494349,-3.1619043
19.121756,17.114182
23.522663,7.0687556
17.458113,18.664068
-1.3413446,19.034683
15.984225,17.204157
1.5460455,-0.7666863
14.07167,3.9176953
12.8029785,-8.841342
17.227463,18.107576
17.218567,14.3692
17.239471,17.177307
18.729563,17.630877
11.384575,6.397155
8.930603,17.169256
15.902284,17.320463
17.980642,15.161138
19.225174,16.604408
9.434348,16.998253
6.746581,16.131645
17.461111,-3.09974
18.043804,15.275775
0.88113,0.4830566
14.680357,3.1492615
18.93588,17.605661
9.047943,5.1846294
-5.7397156,14.493256
6.9291215,18.816803
9.179654,17.302994
13.294781,-5.366158
13.479166,-6.170289
-1.1720009,19.240402
6.978665,18.7842
-0.8356504,19.878414
18.151136,15.294125
10.402158,8.441353
17.284147,-2.3818445
-5.3797226,14.96988
-0.37246498,14.38562
-0.03141221,13.297652
16.333178,-1.443405
0.24427335,14.69304
11.595483,6.4751
16.680119,-4.3363104
1.166721,10.314972
0.3149787,12.3420725
19.64928,-3.6360736
17.348837,16.922829
0.019309113,14.479889
18.276724,16.019102
18.432755,16.680706
23.61139,7.2404966
18.672537,17.589144
-0.8106282,19.894526
18.106112,18.807875
0.9909475,10.546211
8.045203,7.411368
12.8708315,-8.526297
4.8851557,17.231842
0.09955411,-2.6084993
14.523084,3.3273723
17.415688,18.340582
-2.35126,-9.367947
0.098634996,11.824093
-0.44257316,14.1451025
18.851677,17.780338
4.8631883,17.26449
0.4348555,-2.770498
23.785767,7.46904
9.312954,4.8985596
3.1928906,5.081097
0.44375893,-1.4865941
7.1727433,16.188631
0.5124503,11.884466
17.171093,-1.0300789
14.666305,-1.544466
14.46002,4.9644074
14.7193575,-1.5903994
17.465563,18.571766
-0.28691384,14.171318
-2.352037,-9.566885
12.224256,-7.324538
0.7645398,-10.623906
16.298243,-1.7920506
-5.738618,14.494982
10.426034,7.6063128
14.525913,12.710915
8.882551,18.53448
-2.3536787,-5.4258585
9.756579,4.3026447
-1.1382908,19.295696
4.874944,17.251709
0.06115219,14.335847
-0.08633562,14.506429
4.819487,17.30527
0.27203795,-2.2163873
7.628711,4.80595
-1.3695282,19.032621
-1.4159161,18.999855
-1.6937989,-4.9530435
0.28613275,13.869826
7.4334397,5.5188594
4.7563987,17.277887
3.191145,5.063993
18.9803,16.832367
9.39998,18.47817
18.205194,18.766577
9.4074955,18.47616
12.651444,-9.57621
-1.1087958,19.362417
1.1383423,10.2956705
0.12224314,14.552558
8.8669195,18.592749
-1.0719092,19.420385
-0.23853646,13.605889
9.141713,18.606974
16.307007,16.859447
1.0804292,10.272423
13.697504,-6.8593616
-1.3743285,19.009537
-0.08821337,14.345814
5.9633327,-12.98232
-0.32001817,13.998046
-1.1291372,19.341625
14.311679,4.772807
20.544127,5.967771
7.519967,17.679672
16.981197,14.468674
23.656223,7.7612233
0.1883921,14.386524
19.182205,16.508028
15.8978195,-2.9690738
14.837655,-1.7575741
0.029454393,12.989055
17.49977,18.726152
17.020096,16.471746
0.28371292,13.882814
-0.28671348,14.4491415
8.687041,5.8039064
19.193129,16.827536
7.446422,4.9182796
1.0675308,10.3913555
17.104168,13.771049
17.230803,16.212952
-2.740594,-8.971222
8.723783,-11.128339
-0.24041337,14.074102
0.054506563,13.002251
11.572977,-6.4760013
6.9587064,18.800074
7.150127,16.17864
0.154021,14.483743
14.342596,4.8572206
17.258142,16.156467
16.638758,-2.913679
23.940565,7.429294
13.462595,-6.1520452
15.004574,2.9185278
-1.1468976,19.260696
18.35296,16.632746
7.3992367,18.090324
-0.3129491,-3.0868273
15.872406,-2.987549
-0.42617416,14.025247
17.260277,-2.63628
11.52675,-2.9353948
14.1714325,-3.4735196
12.995438,-8.182694
-1.2256111,19.1606
3.036832,4.691358
23.937819,7.385052
-1.1671726,-4.398822
8.896016,18.58846
9.0314455,-10.040434
-0.31526485,14.159299
1.0160685,10.532022
18.202831,18.775915
4.87917,17.27853
17.97153,18.786207
19.0076,17.460285
8.756822,5.831892
7.845277,-12.764005
16.656656,-1.1650015
17.206896,18.129644
-0.37293598,14.413147
-1.2994922,19.088146
-0.22810556,13.482775
4.657931,17.425539
-1.1461018,19.272785
15.197787,-2.0061264
0.25478733,14.924065
9.445322,17.045237
0.43887216,12.2673435
11.824683,-7.536607
12.49439,-7.0897207
17.466642,15.517013
-5.386286,14.963698
11.617843,4.853202
8.954857,-9.514271
7.5286646,17.652456
13.717138,-6.8675327
9.068984,-10.453562
11.111825,5.2380247
13.979097,3.859912
10.327069,8.1785965
14.183034,4.789784
12.380041,-5.125106
14.184852,-3.5009642
12.302918,-6.7201796
20.633795,6.2556944
-1.3497288,-4.581342
1.3607407,-11.21136
8.176488,7.2659955
-0.79893064,19.913675
0.15973519,14.470994
16.297743,-2.508904
-7.064779,1.0779077
9.198212,17.059055
8.755772,17.904406
17.211863,18.057993
19.166166,17.03106
8.663344,4.8208327
14.153684,-3.4427905
1.3068101,-10.810837
6.8534803,16.110336
-2.476966,-8.529794
7.3851595,18.318092
9.400085,18.473719
17.066761,13.78886
10.704741,7.0235825
10.773029,8.806075
10.291899,7.90701
11.639343,6.4481277
12.809352,-8.782911
7.6588683,17.494873
11.520841,-2.9611723
23.723886,7.7531796
1.7536964,-0.5636666
16.623888,15.965362
10.421441,7.5064845
11.402288,-3.0558567
7.9428806,5.131342
9.03109,17.757647
23.47872,6.59021
17.151608,18.03553
12.538451,-5.5455823
17.444324,18.464888
7.3651214,17.971457
8.682663,17.676569
7.479197,18.16718
19.718828,-3.608293
10.295889,7.8448987
1.0565271,-0.34235603
15.910215,-1.1109589
20.717667,6.2699494
9.8317995,4.04295
9.790635,4.0002484
13.480293,-6.116323
16.186543,7.755713
-3.1491337,-9.465438
14.064255,4.891381
1.0205413,10.5405035
9.277969,18.548616
9.065983,18.616056
6.982702,18.762941
0.1766583,14.558025
8.913054,18.56714
0.23760757,14.054734
7.6130214,16.380682
7.438129,17.779066
14.083186,4.0631394
8.663945,17.606531
0.23308079,12.240934
11.549371,3.9130056
9.846861,4.208004
-8.121203,10.472231
18.933784,17.374247
-0.8299939,19.887846
23.658102,7.7722445
16.357727,-4.513242
16.961803,-3.5958831
8.682992,-8.269738
-1.1505294,19.249825
0.77573925,-10.62082
10.471447,7.4045033
18.249262,15.539789
17.36046,15.041028
18.934002,17.237703
6.9302926,18.811218
18.300642,17.198692
17.457972,18.744228
4.7793584,17.312834
0.15017235,13.371471
7.1385217,18.381113
15.091459,-1.9568315
12.043353,-7.29605
17.017935,-4.568207
0.40234143,11.493655
11.494063,3.8965304
-1.2603718,19.12974
4.8693943,17.234192
7.1540613,16.184267
0.50214905,11.880747
1.3383204,-11.208135
-0.22634166,14.147828
-1.1464344,19.261557
-0.39735982,-2.4458532
4.5719666,17.698566
17.400148,18.273975
10.010149,-2.7645037
7.9743285,-8.266296
16.38231,-4.5118194
0.1780364,14.332244
-0.35706487,14.189738
18.90985,16.413292
12.556628,-7.03455
23.46085,6.4727054
-0.8204044,19.89717
23.578709,7.770095
19.19349,16.51942
18.127645,15.266227
1.2171386,10.292697
19.72726,-3.6034563
19.354088,-3.3216593
18.913021,16.464546
0.17080784,14.405878
18.861273,16.661577
7.679038,17.463179
-0.3408617,14.114968
1.1126627,10.412862
5.913181,-12.774074
8.558685,-8.774592
23.444994,6.428022
7.53897,-12.577824
8.714532,-8.435604
0.25719535,13.705748
9.350466,17.960012
7.411322,5.182387
11.606163,6.4814124
0.1730005,13.057854
-1.7741668,-5.003308
0.7389803,-2.3048968
0.029775584,11.758656
7.6250257,16.381945
-1.2200866,19.15756
-0.41719124,14.050857
11.17621,5.1004224
9.158335,-10.603249
18.809914,17.88419
-0.32067525,14.241057
14.527031,12.718398
0.43913665,11.58633
17.40847,18.390686
18.847658,17.800627
-1.3533484,19.02654
16.63057,16.041523
8.873236,4.697986
8.980647,17.450996
0.106771745,13.202926
-0.33947453,-3.1291416
6.990921,18.745779
9.371303,18.47273
7.3652334,18.252148
18.567993,17.462608
15.813669,-5.213494
8.903075,18.603762
0.39634258,12.283812
14.300199,4.729985
9.371225,-10.935525
0.30787846,11.926815
17.456072,18.676645
0.8588258,-2.05135
23.505732,6.9706883
23.470503,6.5659714
19.6911,-3.6160953
11.92404,-7.0928764
-0.7980376,19.913948
-0.39255387,-2.6478531
17.064434,14.464548
7.4876733,4.927676
-2.4616246,-8.689353
0.40975845,12.187508
-1.4021354,18.957106
-0.061362285,11.669283
-2.2188592,-9.876873
11.946599,-7.08802
14.838371,3.0383437
12.50163,-5.1671896
23.937346,7.400684
7.3503723,18.338942
16.573528,-2.6336188
1.0689934,10.368004
18.250788,15.466276
-8.122086,10.471259
10.4823265,7.2202363
12.347049,-7.1432705
-0.34484363,-3.3822298
-0.2033709,14.180532
17.127192,15.982233
0.431094,11.661848
16.64327,16.048136
16.891176,-3.2394397
0.27266967,14.938356
19.721357,-3.5958693
-0.3398295,13.856964
17.462755,18.684938
8.927602,-9.465681
-0.17139132,13.529681
0.26296073,11.449828
-5.7218847,14.514641
17.44628,15.352724
0.10692643,13.293505
21.780607,7.2775917
17.204403,16.229282
-5.430169,14.914386
4.735759,17.325571
21.708195,7.2243214
20.720797,6.2456007
17.243715,14.398195
14.0342455,4.0568495
-8.45125,10.215846
7.979708,4.8355575
0.42006436,12.025206
-0.32848197,14.177793
0.5098475,11.814446
7.942009,17.228659
8.170802,-7.4837666
8.1720085,-7.5819125
17.195816,-1.0468286
5.9051,-13.35661
0.6870021,-3.3557677
10.239918,7.8434143
-0.3347469,13.973395
-0.032999586,12.83475
9.114913,17.76998
8.524855,4.825596
11.526171,4.857058
17.610935,15.738053
15.887248,17.347528
15.081023,-2.0380177
17.458298,18.733139
9.36078,18.003017
18.316916,17.200989
18.474936,16.175097
7.8412986,-12.544629
9.070783,-10.008763
-1.3317169,19.051617
0.101415366,12.079828
18.221714,18.721855
14.098872,3.5834835
0.37784308,11.42407
13.017045,-5.3288403
17.0994,13.779945
14.792485,-1.6563548
10.695043,8.888079
0.75157446,-3.5158105
3.2043157,5.1382422
8.043714,5.2353144
9.680546,4.917271
17.062603,-4.518817
-2.2014828,-9.34073
9.148066,17.35149
8.960685,17.425615
1.0032336,10.48329
14.371012,4.79125
17.66226,14.824815
16.763058,13.42197
7.6525903,17.481125
0.10580113,13.175056
-1.9510943,-5.136762
3.0187488,4.7561326
0.124597326,14.55439
13.576233,-6.674762
-1.3056836,19.081945
23.623734,7.7477202
8.06543,7.3738904
17.900496,15.154744
-0.36384985,13.9125595
-2.4569821,-8.467952
12.514454,-6.566998
-0.5760603,-3.7594538
13.64592,-4.860883
9.144483,-10.637012
0.080125675,12.782265
-8.118061,10.474776
18.1063,18.708368
18.902773,17.321466
0.4481079,11.439131
14.991547,-1.877822
8.158658,7.2916803
0.25064528,14.942637
8.659998,5.423912
7.0385118,18.496397
0.14544944,11.958065
4.8778234,17.302313
-1.1555587,19.250795
21.783503,7.2913284
0.031306595,11.538348
9.006876,17.19179
17.020906,16.433775
0.15694001,14.553332
19.204212,16.526783
1.2198416,10.293874
16.41989,-1.2736588
17.46425,18.699163
18.7967,17.869202
-3.199274,-5.7355585
18.78476,17.866293
0.7218138,0.74755573
0.33199286,11.459135
7.214842,18.306768
0.06520154,-10.272878
-2.5339215,-8.781851
17.423084,18.607645
0.28619584,12.263661
0.20397137,11.359949
-0.14817445,13.129037
7.1956153,18.715643
18.2638,17.20796
9.682967,4.0042915
10.236926,7.925563
-8.032466,5.0276685
0.272076,13.846861
8.674166,-8.269176
7.1466303,-12.599396
-2.4319007,-5.4901667
14.141716,3.46737
10.434899,9.069216
0.46126926,12.26489
17.432035,18.377613
0.14827706,13.530647
21.835857,7.3479257
14.227509,3.3756654
-2.22615,-9.174903
-5.7151346,14.523521
9.3786545,18.450306
0.39838123,12.3774
16.725708,13.380678
7.857249,5.3540945
14.680503,3.1690621
12.431629,-5.0963755
7.359089,18.276781
10.48062,7.3174863
11.499792,6.0280614
0.27936238,11.319438
1.7039104,-0.6226097
13.933855,-2.8563716
0.19421507,14.577636
9.034856,17.625479
-5.446672,14.898824
8.912862,17.081264
11.2479925,4.683524
9.356882,-10.785714
18.333399,18.506857
-1.2152884,19.19131
15.964034,-1.5354825
9.127961,18.57997
0.17314036,14.453607
17.20427,14.388718
-0.05913697,12.829364
0.19018626,-2.4711988
13.162582,-3.190428
17.088398,16.12541
10.426987,8.464639
9.14114,-10.346705
1.0000726,10.483474
9.058298,-10.512416
14.524217,12.728993
7.407457,5.0083256
14.218707,13.59233
7.594395,16.356462
9.382808,18.462305
-4.217828,1.7021986
0.09407327,11.759655
-0.18664849,14.219166
1.7485845,-0.58776844
14.263487,13.543417
14.522007,12.7202635
19.733805,-3.5789673
-0.33680958,-2.9506257
0.18600929,-10.309209
14.72682,3.847501
7.2271423,18.712887
17.47203,18.710636
15.693133,-5.2960343
1.0896579,10.433719
9.4009075,18.486002
7.1477556,-12.662044
-0.4031039,-2.409835
0.861136,-1.7718669
0.20072637,-2.4561749
-2.1743114,-9.270113
0.68698597,-3.3505158
18.428396,18.387426
17.383263,16.749794
-5.738108,14.49534
16.616962,8.147858
-0.39318645,-3.2305398
14.079472,3.8390415
8.724751,6.284211
1.4365801,-11.030887
0.40417832,11.432773
17.114573,13.804455
8.045082,7.4080567
3.0962753,4.8551517
-5.3436747,15.006955
8.049308,7.4034705
16.344725,8.412352
17.01705,16.38237
18.717007,17.620493
7.4315286,17.804312
15.763719,8.02457
5.7383223,-1.3443813
16.039825,-4.9512644
0.28732616,-1.3230011
-0.5468468,-3.6978767
8.736273,-8.917404
-1.9641068,-5.1535983
-5.2785964,8.117478
0.41617915,12.133576
-8.121312,10.47828
8.887832,17.33837
-0.82248765,19.897297
16.93209,-0.7908694
-1.9544208,-5.143048
-8.066259,10.441154
-4.1602597,1.7535719
11.5141945,5.0177903
14.743784,-1.6101142
-1.1218717,19.273277
11.23686,5.3382587
13.74949,-6.279087
2.9777071,5.020969
-7.4106293,0.58612365
14.027422,3.8326573
-2.2761307,-9.026582
-7.431849,0.5635162
5.544064,-13.335334
17.173313,-1.0527737
9.841007,4.018811
16.036026,-1.056838
17.540533,-1.2686666
17.194906,-1.0678644
1.8218453,-10.678185
1.8441513,-10.661439
-2.3671963,-10.040578
5.937561,-13.401368
-2.1721346,-10.222537
-2.9836056,-9.299397
-1.3208988,-4.557676
0.52446496,-3.1936162
0.016792906,14.080556
-7.9951234,5.082268
12.156236,-7.144976
-0.58174425,-3.796948
-7.9799256,5.096384
-5.278635,8.117579
17.438993,18.431286
-0.07458587,12.824621
-0.055551395,11.680901
-0.34194654,13.910985
1.5876377,-0.72514486
9.150729,-11.01243
0.041869123,13.063742
12.657875,-6.978731
14.308878,4.750512
0.9209509,0.3976285
9.048392,17.176317
-2.2251787,-10.044152
11.097847,5.155203
9.40058,-10.952576
15.872073,-3.1644194
-0.3132778,-2.8087075
-0.26867515,-3.1149614
17.264639,-1.1589401
7.8213606,17.260832
0.47567344,11.704686
9.378614,16.678064
0.7612501,-2.0667262
9.943045,-2.190862
0.6210912,-2.2045267
-8.433293,10.232108
-1.6062233,-4.8556333
-2.9102101,-5.5832014
1.6521297,-0.67765176
17.373032,16.88874
18.115131,18.66833
12.700897,-9.566252
0.07592206,11.757744
18.683819,17.590847
7.13224,16.258045
7.9397,5.2713127
4.898824,17.299093
15.916336,17.309383
23.453588,6.4552436
17.237896,14.313747
7.37764,18.285439
0.3805179,11.341589
23.569605,7.761059
9.41743,17.00911
-0.818486,19.8474
-7.3499956,0.64769065
18.211216,18.584097
0.7656791,-3.5302649
16.640009,15.986379
14.08645,13.783781
10.80067,8.783972
-0.3583073,14.40549
16.285471,16.893312
13.26582,-5.4196444
1.2044401,10.325686
-3.0008845,-5.624976
18.677982,17.607954
1.07191,-0.41704887
8.861814,18.582579
-8.031109,5.029263
19.731766,-3.6139524
9.324651,18.126057
-0.2885392,13.971898
-0.39651477,14.372608
11.294503,5.9968996
16.608765,8.356969
-0.3177978,13.901289
7.4983273,5.0638623
-5.734969,14.498874
8.933101,17.230515
-1.1361678,19.277431
0.3943854,12.257224
11.225253,4.656848
18.960016,17.352465
18.134245,15.280645
9.13944,-11.012288
7.1811285,18.604153
9.638858,5.0239477
14.055735,13.775442
18.18793,17.283726
14.13557,13.678994
17.78751,-1.631222
9.177466,5.821343
14.085866,4.1284833
18.545103,18.19978
21.750546,7.2099547
4.8915997,17.483284
15.608425,-10.547096
17.675137,14.884978
8.9526825,-8.129882
16.62253,15.977907
0.34197,11.249491
16.689106,15.980489
16.6268,15.978631
18.169653,17.29516
12.469825,-5.1664186
14.596229,13.03505
8.038284,7.416671
8.924675,17.640667
11.8611355,-6.233404
11.895329,-6.221088
9.013445,-9.563104
12.816882,-8.738158
-0.012573771,14.334234
14.628618,13.37236
0.4551612,11.467116
7.774402,17.331968
8.722407,17.909208
1.6747454,-0.6525381
-7.9765077,5.100394
16.640059,15.961827
9.116479,-11.187503
7.037596,18.7498
22.63549,6.8511486
18.913761,16.44762
15.608169,-10.546509
0.53552085,-2.3231144
9.227144,17.68834
0.3006717,11.325824
20.610294,6.0066085
0.25577438,14.940164
8.009808,7.448442
16.63635,-0.47993466
20.588348,6.0484977
19.22704,16.724728
8.761934,-10.5794
12.458543,-8.907373
11.447952,6.365429
8.773167,-11.304829
7.426406,18.199886
8.507215,5.746665
19.116852,16.38349
17.241451,15.775051
0.4138563,11.687838
0.41915005,11.980395
17.094204,-4.548536
18.266682,17.165428
-0.10576547,-10.297382
1.035473,10.444147
18.12018,15.334865
0.9716474,10.542519
6.8559184,16.09681
-0.058396064,11.7082405
10.331914,7.7684183
17.175358,18.009598
9.016233,-9.449782
-0.34046328,13.888973
0.18149671,14.520989
11.600626,-2.905061
0.19966418,11.379044
9.801993,4.112267
17.131342,-2.5647542
7.2151837,-12.671365
10.401249,9.102535
9.370548,16.742416
7.3912354,18.279062
0.08708287,11.911239
14.615054,13.3998785
17.54714,18.725555
19.73375,5.081814
0.35003746,-1.3910816
12.972238,-8.228427
14.755245,3.0862117
11.531529,3.9413738
17.42812,15.227084
8.95894,-9.471334
9.406047,-10.890469
15.575149,-1.8587365
-2.5271366,-5.5512586
11.772266,-6.31887
18.98654,17.44055
9.296586,17.881706
9.184557,-10.53202
15.750642,-2.902692
-0.26565266,14.242944
-1.1000232,19.384548
18.438555,16.179146
7.4028497,5.1031294
8.72292,17.917257
-5.3763866,14.973291
19.186092,16.937729
14.575073,13.015322
3.036699,4.7161274
9.534927,5.1032033
17.133373,-2.9821534
-3.214489,-5.7497945
-0.07204913,11.669738
7.746655,16.546972
-4.2388616,1.6822094
8.744147,5.883362
-1.220483,-4.4546423
9.146375,17.799648
19.189545,16.55918
11.460822,5.0077605
7.6579347,16.416758
16.243515,-1.648557
-2.250297,-9.282512
18.864582,17.340075
0.372001,11.608154
15.891951,17.3349
10.49011,7.2417064
6.9533477,18.819757
